gvkey,from,thru,conm,co_conm,co_tic
25906,20110218,20140818,S&P 1500 Super Composite,QUESTCOR PHARMACEUTICALS INC,QCOR
27800,20161101,,S&P 1500 Super Composite,QUALITY CARE PROPERTIES INC,QCP
154357,20100701,,S&P 1500 Super Composite,QEP RESOURCES INC,QEP
26157,20160502,,S&P 1500 Super Composite,QUORUM HEALTH CORP,QHC
29791,19990802,20160810,S&P 1500 Super Composite,QLOGIC CORP,QLGC
11745,20160303,,S&P 1500 Super Composite,QUALYS INC,QLYS
184263,20120628,,S&P 1500 Super Composite,QUINSTREET INC,QNST
64853,20001205,,S&P 1500 Super Composite,QORVO INC,QRVO
8858,20051123,,S&P 1500 Super Composite,QUALITY SYSTEMS INC,QSII
9299,19821201,,S&P 1500 Super Composite,RYDER SYSTEM INC,R
120877,19990615,20170725,S&P 1500 Super Composite,REYNOLDS AMERICAN INC,RAI
8958,20160801,,S&P 1500 Super Composite,RAVEN INDUSTRIES INC,RAVN
179925,20101001,20161103,S&P 1500 Super Composite,RACKSPACE HOSTING INC,RAX
9016,19950302,,S&P 1500 Super Composite,REGAL BELOIT CORP,RBC
178865,20110713,20141102,S&P 1500 Super Composite,RUBICON TECHNOLOGY INC,RBCN
31460,20030926,,S&P 1500 Super Composite,RENT-A-CENTER INC,RCII
28191,20141205,,S&P 1500 Super Composite,ROYAL CARIBBEAN CRUISES LTD,RCL
9258,19850101,,S&P 1500 Super Composite,ROWAN COMPANIES PLC,RDC
61388,19990104,,S&P 1500 Super Composite,EVEREST RE GROUP LTD,RE
141359,20111003,,S&P 1500 Super Composite,RESOURCES CONNECTION INC,RECN
29099,20050426,,S&P 1500 Super Composite,REGENCY CENTERS CORP,REG
23812,19941001,,S&P 1500 Super Composite,REGENERON PHARMACEUTICALS,REGN
176840,20180213,,S&P 1500 Super Composite,RING ENERGY INC,REI
1864,20150721,,S&P 1500 Super Composite,REX AMERICAN RESOURCES CORP,REX
177896,20141009,20160516,S&P 1500 Super Composite,REX ENERGY CORP,REXX
4674,19910601,,S&P 1500 Super Composite,REGIONS FINANCIAL CORP,RF
28216,20081030,,S&P 1500 Super Composite,REINSURANCE GROUP AMER INC,RGA
12181,20140421,,S&P 1500 Super Composite,REPLIGEN CORP,RGEN
9273,20120605,,S&P 1500 Super Composite,ROYAL GOLD INC,RGLD
10124,19941001,,S&P 1500 Super Composite,STURM RUGER & CO INC,RGR
9023,19960521,,S&P 1500 Super Composite,REGIS CORP/MN,RGS
111873,20160407,,S&P 1500 Super Composite,RH,RH
2312,19970219,,S&P 1500 Super Composite,ROBERT HALF INTL INC,RHI
122841,20090727,,S&P 1500 Super Composite,RED HAT INC,RHT
28338,20131029,,S&P 1500 Super Composite,TRANSOCEAN LTD,RIG
147639,20150312,20160229,S&P 1500 Super Composite,REPUBLIC AIRWAYS HLDGS INC,RJETQ
8898,19941001,,S&P 1500 Super Composite,RAYMOND JAMES FINANCIAL CORP,RJF
16416,20151008,20160531,S&P 1500 Super Composite,RUCKUS WIRELESS INC,RKUS
64891,20050811,,S&P 1500 Super Composite,RALPH LAUREN CORP,RL
13342,20000210,,S&P 1500 Super Composite,RLI CORP,RLI
18578,20160203,,S&P 1500 Super Composite,RE/MAX HOLDINGS INC,RMAX
64766,20151002,,S&P 1500 Super Composite,RAMBUS INC,RMBS
31887,19991126,,S&P 1500 Super Composite,RESMED INC,RMD
61406,20140103,,S&P 1500 Super Composite,RENAISSANCERE HOLDINGS LTD,RNR
29131,20070110,,S&P 1500 Super Composite,GIBRALTAR INDUSTRIES INC,ROCK
9216,20001211,,S&P 1500 Super Composite,ROGERS CORP,ROG
178539,20140512,,S&P 1500 Super Composite,RETAIL OPPORTUNITY INVTS CP,ROIC
9203,19670101,,S&P 1500 Super Composite,ROCKWELL AUTOMATION,ROK
9225,19910601,,S&P 1500 Super Composite,ROLLINS INC,ROL
24925,19941001,,S&P 1500 Super Composite,ROPER TECHNOLOGIES INC,ROP
166061,20120706,20150720,S&P 1500 Super Composite,ROSETTA RESOURCES INC,ROSE-3
9248,19941001,,S&P 1500 Super Composite,ROSS STORES INC,ROST
8902,19910601,,S&P 1500 Super Composite,RPM INTERNATIONAL INC,RPM
15111,20170510,,S&P 1500 Super Composite,RAMCO-GERSHENSON PROPERTIES,RPT
6788,20071221,,S&P 1500 Super Composite,RANGE RESOURCES CORP,RRC
4040,19840701,,S&P 1500 Super Composite,DONNELLEY (R R) & SONS CO,RRD
148470,20050810,,S&P 1500 Super Composite,RED ROBIN GOURMET BURGERS,RRGB
180562,20140124,,S&P 1500 Super Composite,ROADRUNNER TRANS SYSTEMS INC,RRTS
30671,19980901,,S&P 1500 Super Composite,RELIANCE STEEL & ALUMINUM CO,RS
112168,20011214,,S&P 1500 Super Composite,REPUBLIC SERVICES INC,RSG
63651,20101013,20161109,S&P 1500 Super Composite,ROFIN SINAR TECHNOLOGIES INC,RSTI
61439,20000328,20130929,S&P 1500 Super Composite,RADISYS CORP,RSYS
7566,19941230,20171221,S&P 1500 Super Composite,RUBY TUESDAY INC,RT
126423,20011129,,S&P 1500 Super Composite,RUDOLPH TECHNOLOGIES INC,RTEC
16650,19981020,20150722,S&P 1500 Super Composite,RTI INTL METALS INC,RTI
8972,19670101,,S&P 1500 Super Composite,RAYTHEON CO,RTN
183570,20110421,20130919,S&P 1500 Super Composite,RUE21 INC,RUE
163891,20070308,,S&P 1500 Super Composite,RUTHS HOSPITALITY GROUP INC,RUTH
174317,20101005,20150427,S&P 1500 Super Composite,RIVERBED TECHNOLOGY INC,RVBD
20502,20140630,,S&P 1500 Super Composite,RAYONIER ADVANCED MATERIALS,RYAM
9302,19941001,20151001,S&P 1500 Super Composite,RYLAND GROUP INC,RYL
5862,19940901,,S&P 1500 Super Composite,RAYONIER INC,RYN
10984,19941230,20130708,S&P 1500 Super Composite,SPRINT CORP,S
19649,20170419,,S&P 1500 Super Composite,SABRE CORP,SABR
13323,20040618,,S&P 1500 Super Composite,SANDERSON FARMS INC,SAFM
148469,20060516,,S&P 1500 Super Composite,SAFETY INSURANCE GROUP INC,SAFT
65831,20041201,,S&P 1500 Super Composite,SONIC AUTOMOTIVE INC  -CL A,SAH
150481,20131018,,S&P 1500 Super Composite,SAIA INC,SAIA
18683,20130930,,S&P 1500 Super Composite,SCIENCE APPLICATIONS INTL CP,SAIC
61581,20071001,,S&P 1500 Super Composite,BOSTON BEER INC  -CL A,SAM
28139,20131106,,S&P 1500 Super Composite,SANMINA CORP,SANM
121382,20170901,,S&P 1500 Super Composite,SBA COMMUNICATIONS CORP,SBAC
17184,20180221,,S&P 1500 Super Composite,SEACOAST BANKING CORP/FL,SBCF
175900,20160928,,S&P 1500 Super Composite,SALLY BEAUTY HOLDINGS INC,SBH
160776,20070516,,S&P 1500 Super Composite,SIGNATURE BANK/NY,SBNY
10221,20000908,20150719,S&P 1500 Super Composite,SILVERBOW RESOURCES INC,SBOW
185618,20120618,,S&P 1500 Super Composite,SABRA HEALTH CARE REIT INC,SBRA
62979,20150127,,S&P 1500 Super Composite,SOUTHSIDE BANCSHARES INC,SBSI
25434,19970520,,S&P 1500 Super Composite,STARBUCKS CORP,SBUX
18841,20160212,20170328,S&P 1500 Super Composite,SURGICAL CARE AFFILIATES INC,SCAI
9445,19910601,,S&P 1500 Super Composite,SCANA CORP,SCG
9466,19950731,,S&P 1500 Super Composite,SCHOLASTIC CORP,SCHL
13988,19910601,,S&P 1500 Super Composite,SCHWAB (CHARLES) CORP,SCHW
9611,20071105,,S&P 1500 Super Composite,SERVICE CORP INTERNATIONAL,SCI
10056,20080820,,S&P 1500 Super Composite,STEPAN CO,SCL
25047,20160404,20171015,S&P 1500 Super Composite,SCICLONE PHARMACEUTICALS INC,SCLN
175308,20170223,20180213,S&P 1500 Super Composite,SUCAMPO PHARMACEUTICALS INC,SCMP
177780,20090304,20170212,S&P 1500 Super Composite,COMSCORE INC,SCOR
29910,20040430,,S&P 1500 Super Composite,SCANSOURCE INC,SCSC
27938,20160829,,S&P 1500 Super Composite,SHOE CARNIVAL INC,SCVL
176282,20070103,20170227,S&P 1500 Super Composite,SPECTRA ENERGY CORP,SE-7
23119,20170712,,S&P 1500 Super Composite,SOLAREDGE TECHNOLOGIES INC,SEDG
9555,19910601,,S&P 1500 Super Composite,SEALED AIR CORP,SEE
9317,19950811,,S&P 1500 Super Composite,SEI INVESTMENTS CO,SEIC
174236,20150114,,S&P 1500 Super Composite,SELECT MEDICAL HOLDINGS CORP,SEM
8582,20101025,,S&P 1500 Super Composite,SENECA FOODS CORP,SENEA
11770,20080915,,S&P 1500 Super Composite,STIFEL FINANCIAL CORP,SF
16549,20160404,,S&P 1500 Super Composite,SERVISFIRST BANCSHARES INC,SFBS
119756,20011001,20160307,S&P 1500 Super Composite,STANCORP FINANCIAL GROUP INC,SFG
175376,20170221,,S&P 1500 Super Composite,SHUTTERFLY INC,SFLY
17934,20160209,,S&P 1500 Super Composite,SPROUTS FARMERS MARKET,SFM
19355,20090605,,S&P 1500 Super Composite,SIMMONS FIRST NATL CP  -CL A,SFNC
10991,20060420,,S&P 1500 Super Composite,SCIENTIFIC GAMES CORP,SGMS
186045,20140701,20160828,S&P 1500 Super Composite,SAGENT PHARMACEUTICALS INC,SGNT
28564,19990302,20160502,S&P 1500 Super Composite,STONE ENERGY CORP,SGY
22672,20170105,,S&P 1500 Super Composite,SHAKE SHACK INC,SHAK
25980,20020425,20131128,S&P 1500 Super Composite,SHFL ENTERTAINMENT INC,SHFL
9472,19910601,,S&P 1500 Super Composite,SCHULMAN (A.) INC,SHLM
29382,20100806,,S&P 1500 Super Composite,MADDEN STEVEN LTD,SHOO
9667,19670101,,S&P 1500 Super Composite,SHERWIN-WILLIAMS CO,SHW
9699,19940901,20151118,S&P 1500 Super Composite,SIGMA-ALDRICH CORP,SIAL
15520,20111111,,S&P 1500 Super Composite,SIGNET JEWELERS LTD,SIG
17115,19941001,,S&P 1500 Super Composite,SELECTIVE INS GROUP INC,SIGI
12234,20090827,20140601,S&P 1500 Super Composite,SIGMA DESIGNS INC,SIGM
174876,20140129,20160229,S&P 1500 Super Composite,SIRONA DENTAL SYSTEMS INC,SIRO
17120,19980529,,S&P 1500 Super Composite,SVB FINANCIAL GROUP,SIVB
10567,20171002,,S&P 1500 Super Composite,SIX FLAGS ENTERTAINMENT CORP,SIX
9831,20051205,,S&P 1500 Super Composite,SOUTH JERSEY INDUSTRIES INC,SJI
9777,19910601,,S&P 1500 Super Composite,SMUCKER (JM) CO,SJM
13380,19941001,20131104,S&P 1500 Super Composite,SAKS INC,SKS
28340,20070419,,S&P 1500 Super Composite,TANGER FACTORY OUTLET CTRS,SKT
121142,20060424,,S&P 1500 Super Composite,SKECHERS U S A INC,SKX
12392,19941001,,S&P 1500 Super Composite,SKYWEST INC,SKYW
133288,20030428,,S&P 1500 Super Composite,SILICON LABORATORIES INC,SLAB
9465,19670101,,S&P 1500 Super Composite,SCHLUMBERGER LTD,SLB
181989,20140218,,S&P 1500 Super Composite,U S SILICA HOLDINGS INC,SLCA
65290,20081223,,S&P 1500 Super Composite,SL GREEN REALTY CORP,SLG
64389,20100104,,S&P 1500 Super Composite,SILGAN HOLDINGS INC,SLGN
177429,20091002,20160303,S&P 1500 Super Composite,SOLERA HOLDINGS INC,SLH
20430,20140501,,S&P 1500 Super Composite,SLM CORP,SLM
62977,20071219,20150406,S&P 1500 Super Composite,SALIX PHARMACEUTICALS LTD,SLXP
26013,19941001,,S&P 1500 Super Composite,SM ENERGY CO,SM
160600,20070412,20141130,S&P 1500 Super Composite,SYMMETRY MEDICAL INC,SMA
176567,20101004,,S&P 1500 Super Composite,SUPER MICRO COMPUTER INC,SMCI
20185,19941001,,S&P 1500 Super Composite,SCOTTS MIRACLE-GRO CO,SMG
10000,19941001,,S&P 1500 Super Composite,STANDARD MOTOR PRODS,SMP
25186,19941001,20170718,S&P 1500 Super Composite,STEIN MART INC,SMRT
9599,20000619,,S&P 1500 Super Composite,SEMTECH CORP,SMTC
9778,19820901,,S&P 1500 Super Composite,SNAP-ON INC,SNA
116504,20110506,,S&P 1500 Super Composite,SLEEP NUMBER CORPORATION,SNBR
166593,20101126,,S&P 1500 Super Composite,SYNCHRONOSS TECHNOLOGIES,SNCR
61513,20001212,20160512,S&P 1500 Super Composite,SANDISK CORP,SNDK
124046,20060823,,S&P 1500 Super Composite,SENIOR HOUSING PPTYS TRUST,SNH
180167,20080701,20180306,S&P 1500 Super Composite,SCRIPPS NETWORKS INTERACTIVE,SNI
24975,19971205,,S&P 1500 Super Composite,SYNOPSYS INC,SNPS
157954,20131002,20140101,S&P 1500 Super Composite,SANTARUS INC,SNTS
13041,19971201,,S&P 1500 Super Composite,SYNOVUS FINANCIAL CORP,SNV
156155,20070803,,S&P 1500 Super Composite,SYNNEX CORP,SNX
9850,19670101,,S&P 1500 Super Composite,SOUTHERN CO,SO
1837,19910601,20160630,S&P 1500 Super Composite,SOUTHERN CO GAS,SO7
9815,19910601,,S&P 1500 Super Composite,SONOCO PRODUCTS CO,SON
23697,19941001,,S&P 1500 Super Composite,SONIC CORP,SONC
9919,20071102,20140630,S&P 1500 Super Composite,SPARTAN MOTORS INC,SPAR
29389,20020626,,S&P 1500 Super Composite,SIMON PROPERTY GROUP INC,SPG
7163,19670101,,S&P 1500 Super Composite,S&P GLOBAL INC,SPGI
15521,19931201,20170917,S&P 1500 Super Composite,STAPLES INC,SPLS
25509,20070305,,S&P 1500 Super Composite,SUPERIOR ENERGY SERVICES INC,SPN
24844,20091014,,S&P 1500 Super Composite,SPOK HOLDINGS INC,SPOK
63650,20120425,,S&P 1500 Super Composite,SPECTRUM PHARMACEUTICALS INC,SPPI
183974,20160923,,S&P 1500 Super Composite,SPS COMMERCE INC,SPSC
28762,20070402,,S&P 1500 Super Composite,SPARTANNASH CO,SPTN
5087,19670101,,S&P 1500 Super Composite,SPX CORP,SPXC
6547,20000309,,S&P 1500 Super Composite,SPIRE INC,SR
178870,20140701,,S&P 1500 Super Composite,SRC ENERGY INC,SRCI
63527,20030516,,S&P 1500 Super Composite,STERICYCLE INC,SRCL
66588,20010622,,S&P 1500 Super Composite,SURMODICS INC,SRDX
8272,19670101,,S&P 1500 Super Composite,SEMPRA ENERGY,SRE
30260,19990405,,S&P 1500 Super Composite,SIMPSON MANUFACTURING INC,SSD
63874,20041201,20170130,S&P 1500 Super Composite,STAGE STORES INC,SSI
14535,20051220,,S&P 1500 Super Composite,EW SCRIPPS  -CL A,SSP
3382,20160701,,S&P 1500 Super Composite,SHUTTERSTOCK INC,SSTK
19570,20081202,,S&P 1500 Super Composite,S & T BANCORP INC,STBA
10086,20011008,,S&P 1500 Super Composite,STEWART INFORMATION SERVICES,STC
25313,19941001,,S&P 1500 Super Composite,STERIS PLC,STE
10187,19880501,,S&P 1500 Super Composite,SUNTRUST BANKS INC,STI
9372,19891101,20170104,S&P 1500 Super Composite,ST JUDE MEDICAL INC,STJ
117161,20131101,,S&P 1500 Super Composite,STERLING BANCORP,STL
10063,20060504,20131031,S&P 1500 Super Composite,STERLING BANCORP/NY -OLD,STL-2
64030,20000114,,S&P 1500 Super Composite,STEEL DYNAMICS INC,STLD
121673,20060606,,S&P 1500 Super Composite,STAMPS.COM INC,STMP
8873,19910601,20160918,S&P 1500 Super Composite,QUESTAR CORP,STR
63338,20061101,,S&P 1500 Super Composite,STRAYER EDUCATION INC,STRA
180597,20101209,20130902,S&P 1500 Super Composite,STR HOLDINGS INC,STRI
10035,19910601,,S&P 1500 Super Composite,STATE STREET CORP,STT
150937,20120702,,S&P 1500 Super Composite,SEAGATE TECHNOLOGY PLC,STX
2710,19970514,,S&P 1500 Super Composite,CONSTELLATION BRANDS,STZ
60992,20050815,20160403,S&P 1500 Super Composite,SUNEDISON INC,SUNEQ
10195,19940901,,S&P 1500 Super Composite,SUPERIOR INDUSTRIES INTL,SUP
186159,20150611,,S&P 1500 Super Composite,SUPERNUS PHARMACEUTICALS INC,SUPN
10200,20001211,20140401,S&P 1500 Super Composite,SUPERTEX INC,SUPX
17233,19980529,20150802,S&P 1500 Super Composite,SUSQUEHANNA BANCSHARES INC,SUSQ
10190,19850130,,S&P 1500 Super Composite,SUPERVALU INC,SVU
31203,20121214,20170427,S&P 1500 Super Composite,STILLWATER MINING CO,SWC
179690,20120801,20160208,S&P 1500 Super Composite,SOLARWINDS INC,SWI
10016,19820901,,S&P 1500 Super Composite,STANLEY BLACK & DECKER INC,SWK
1327,19990503,,S&P 1500 Super Composite,SKYWORKS SOLUTIONS INC,SWKS
61519,19970616,,S&P 1500 Super Composite,SCHWEITZER-MAUDUIT INTL INC,SWM
9904,19941001,,S&P 1500 Super Composite,SOUTHWESTERN ENERGY CO,SWN
24547,20000703,20150101,S&P 1500 Super Composite,SWS GROUP INC,SWS
9890,19941001,,S&P 1500 Super Composite,SOUTHWEST GAS HOLDINGS INC,SWX
9359,19981113,20150126,S&P 1500 Super Composite,SAFEWAY INC,SWY
186773,20120118,,S&P 1500 Super Composite,SUNCOKE ENERGY INC,SXC
10008,19950920,,S&P 1500 Super Composite,STANDEX INTERNATIONAL CORP,SXI
11012,19910601,,S&P 1500 Super Composite,SENSIENT TECHNOLOGIES CORP,SXT
20686,20151118,,S&P 1500 Super Composite,SYNCHRONY FINANCIAL,SYF
10115,19910601,,S&P 1500 Super Composite,STRYKER CORP,SYK
62732,20060803,,S&P 1500 Super Composite,SYKES ENTERPRISES INC,SYKE
15855,19910601,,S&P 1500 Super Composite,SYMANTEC CORP,SYMC
9715,19941001,20131126,S&P 1500 Super Composite,SYMMETRICOM INC,SYMM
142814,20040823,,S&P 1500 Super Composite,SYNAPTICS INC,SYNA
22039,20170405,,S&P 1500 Super Composite,SYNEOS HEALTH INC,SYNH
10247,19861201,,S&P 1500 Super Composite,SYSCO CORP,SYY
62016,20100528,20160927,S&P 1500 Super Composite,SIZMEK INC,SZMK
9899,19840101,,S&P 1500 Super Composite,AT&T INC,T
3505,19760601,,S&P 1500 Super Composite,MOLSON COORS BREWING CO,TAP
108449,20130501,20140818,S&P 1500 Super Composite,TAYLOR CAPITAL GROUP INC,TAYC
22207,19990614,,S&P 1500 Super Composite,TRUEBLUE INC,TBI
150306,20101208,,S&P 1500 Super Composite,TEXAS CAPITAL BANCSHARES INC,TCBI
15363,19941001,,S&P 1500 Super Composite,TCF FINANCIAL CORP,TCF
26847,20171122,,S&P 1500 Super Composite,TACTILE SYSTEMS TECHNOLOGY,TCMD
25950,20110114,,S&P 1500 Super Composite,TAUBMAN CENTERS INC,TCO
178310,20071001,,S&P 1500 Super Composite,TERADATA CORP,TDC
148349,20160603,,S&P 1500 Super Composite,TRANSDIGM GROUP INC,TDG
10411,19910601,,S&P 1500 Super Composite,TELEPHONE & DATA SYSTEMS INC,TDS
10565,19910601,20170515,S&P 1500 Super Composite,TIDEWATER INC,TDW
126721,19991231,,S&P 1500 Super Composite,TELEDYNE TECHNOLOGIES INC,TDY
10277,19910601,20160630,S&P 1500 Super Composite,TECO ENERGY INC,TE
12171,19941001,,S&P 1500 Super Composite,TECH DATA CORP,TECD
15414,19991202,,S&P 1500 Super Composite,BIO-TECHNE CORP,TECH
177267,20111017,,S&P 1500 Super Composite,TE CONNECTIVITY LTD,TEL
10453,19910601,,S&P 1500 Super Composite,TERADYNE INC,TER
20747,20130627,20171214,S&P 1500 Super Composite,TESCO CORP,TESO
7991,20061220,,S&P 1500 Super Composite,TEREX CORP,TEX
10407,19910601,,S&P 1500 Super Composite,TELEFLEX INC,TFX
15459,19941001,,S&P 1500 Super Composite,TREDEGAR CORP,TG
63876,20010823,,S&P 1500 Super Composite,TRIUMPH GROUP INC,TGI
4988,19751201,,S&P 1500 Super Composite,TEGNA INC,TGNA
3813,19761201,,S&P 1500 Super Composite,TARGET CORP,TGT
7750,19790201,,S&P 1500 Super Composite,TENET HEALTHCARE CORP,THC
61408,19990528,,S&P 1500 Super Composite,HANOVER INSURANCE GROUP INC,THG
10549,19941001,,S&P 1500 Super Composite,THOR INDUSTRIES INC,THO
10550,20081202,20151007,S&P 1500 Super Composite,THORATEC CORP,THOR
28408,20150402,,S&P 1500 Super Composite,GENTHERM INC,THRM
163983,20050628,,S&P 1500 Super Composite,TREEHOUSE FOODS INC,THS
122061,20100514,20141204,S&P 1500 Super Composite,TIBCO SOFTWARE INC,TIBX
13646,19910601,,S&P 1500 Super Composite,TIFFANY & CO,TIF
6034,19941001,,S&P 1500 Super Composite,INTERFACE INC,TILE
19580,20140609,20180131,S&P 1500 Super Composite,TIME INC,TIME
10353,20160601,,S&P 1500 Super Composite,TEAM INC,TISI
64480,20001211,,S&P 1500 Super Composite,TIVO CORP,TIVO
11672,19850901,,S&P 1500 Super Composite,TJX COMPANIES INC,TJX
10581,19670101,,S&P 1500 Super Composite,TIMKEN CO,TKR
10420,19950703,20130630,S&P 1500 Super Composite,TELLABS INC,TLAB
192458,20150318,20160831,S&P 1500 Super Composite,TALMER BANCORP INC,TLMR
156676,20150602,20161206,S&P 1500 Super Composite,TALEN ENERGY CORP,TLN
25167,19970723,,S&P 1500 Super Composite,TAILORED BRANDS INC,TLRD
10614,19890401,,S&P 1500 Super Composite,TORCHMARK CORP,TMK
10530,19910601,,S&P 1500 Super Composite,THERMO FISHER SCIENTIFIC INC,TMO
17240,20081202,,S&P 1500 Super Composite,TOMPKINS FINANCIAL CORP,TMP
20011,20140701,,S&P 1500 Super Composite,TIMKENSTEEL CORP,TMST
10441,20110823,,S&P 1500 Super Composite,TENNANT CO,TNC
184715,20130603,20170315,S&P 1500 Super Composite,TANGOE INC,TNGO
12395,19941001,,S&P 1500 Super Composite,TOLL BROTHERS INC,TOL
258869,20150810,,S&P 1500 Super Composite,TRI POINTE GROUP INC,TPH
140541,20010405,,S&P 1500 Super Composite,TAPESTRY INC,TPR
18441,20170926,,S&P 1500 Super Composite,THIRD POINT REINSURANCE LTD,TPRE
156861,20120516,,S&P 1500 Super Composite,TEMPUR SEALY INTL INC,TPX
29386,20000131,20150101,S&P 1500 Super Composite,TRIQUINT SEMICONDUCTOR INC,TQNT
10609,20010116,,S&P 1500 Super Composite,TOOTSIE ROLL INDUSTRIES INC,TR
164422,20071023,20150924,S&P 1500 Super Composite,DEALERTRACK TECHNOLOGIES INC,TRAK
180423,20150710,,S&P 1500 Super Composite,LENDINGTREE INC,TREE
119316,20160225,,S&P 1500 Super Composite,TREX CO INC,TREX
26788,20180402,,S&P 1500 Super Composite,TABULA RASA HEALTHCARE INC,TRHC
199356,20111221,,S&P 1500 Super Composite,TRIPADVISOR INC,TRIP
153028,20080710,20130730,S&P 1500 Super Composite,TRUE RELIGION APPAREL INC,TRLG
22815,19960808,,S&P 1500 Super Composite,TRIMBLE INC,TRMB
4685,20090304,,S&P 1500 Super Composite,TRUSTMARK CORP,TRMK
10735,19910601,,S&P 1500 Super Composite,TRINITY INDUSTRIES,TRN
12138,19960311,,S&P 1500 Super Composite,PRICE (T. ROWE) GROUP,TROW
17245,19980716,,S&P 1500 Super Composite,TRUSTCO BANK CORP/NY,TRST
62689,20040505,,S&P 1500 Super Composite,TRAVELERS COS INC,TRV
29736,20030313,,S&P 1500 Super Composite,TRACTOR SUPPLY CO,TSCO
10793,19910601,,S&P 1500 Super Composite,TYSON FOODS INC  -CL A,TSN
10631,20080102,,S&P 1500 Super Composite,TOTAL SYSTEM SERVICES INC,TSS
10618,19941001,,S&P 1500 Super Composite,TORO CO,TTC
63417,20090701,,S&P 1500 Super Composite,TTEC HOLDINGS INC,TTEC
24783,19981124,,S&P 1500 Super Composite,TETRA TECH INC,TTEK
21237,19941001,,S&P 1500 Super Composite,TETRA TECHNOLOGIES INC/DE,TTI
139804,20070621,,S&P 1500 Super Composite,TTM TECHNOLOGIES INC,TTMI
13861,20161003,,S&P 1500 Super Composite,TILE SHOP HOLDINGS INC,TTS
64630,20010801,,S&P 1500 Super Composite,TAKE-TWO INTERACTIVE SFTWR,TTWO
11944,20060330,20170601,S&P 1500 Super Composite,TUESDAY MORNING CORP,TUES
170904,20151124,20160801,S&P 1500 Super Composite,TUMI HOLDINGS INC,TUMI
62897,19960531,,S&P 1500 Super Composite,TUPPERWARE BRANDS CORP,TUP
21816,20180117,,S&P 1500 Super Composite,TRAVELPORT WORLDWIDE LTD,TVPT
24396,20030627,20170110,S&P 1500 Super Composite,TIVITY HEALTH INC,TVTY
24396,20170112,,S&P 1500 Super Composite,TIVITY HEALTH INC,TVTY
29887,20020722,20160104,S&P 1500 Super Composite,TOWERS WATSON & CO,TW
176404,20090330,20160517,S&P 1500 Super Composite,TIME WARNER CABLE INC,TWC
160416,20070626,20140602,S&P 1500 Super Composite,TOWER GROUP INTL LTD,TWGP
28295,20130214,,S&P 1500 Super Composite,TITAN INTERNATIONAL INC,TWI
120359,20091223,20141104,S&P 1500 Super Composite,TW TELECOM INC,TWTC
25056,19941001,,S&P 1500 Super Composite,TIME WARNER INC,TWX
10498,19950703,20140701,S&P 1500 Super Composite,TEXAS INDUSTRIES INC,TXI
10499,19670101,,S&P 1500 Super Composite,TEXAS INSTRUMENTS INC,TXN
160376,20070509,,S&P 1500 Super Composite,TEXAS ROADHOUSE INC,TXRH
10519,19781001,,S&P 1500 Super Composite,TEXTRON INC,TXT
10787,20100827,20160905,S&P 1500 Super Composite,TYCO INTERNATIONAL PLC,TYC
10789,20070820,,S&P 1500 Super Composite,TYLER TECHNOLOGIES INC,TYL
177099,20110516,,S&P 1500 Super Composite,MONOTYPE IMAGING HOLDINGS,TYPE
165052,20080516,,S&P 1500 Super Composite,UNDER ARMOUR INC,UAA
165052,20160408,,S&P 1500 Super Composite,UNDER ARMOUR INC,UAA
10795,20150903,,S&P 1500 Super Composite,UNITED CONTINENTAL HLDGS INC,UAL
5763,20080930,,S&P 1500 Super Composite,URSTADT BIDDLE PROPERTIES,UBA
17248,19980526,,S&P 1500 Super Composite,UNITED BANKSHARES INC/WV,UBSI
64794,20070312,,S&P 1500 Super Composite,UNITED COMMUNITY BANKS INC,UCBI
264416,20180103,,S&P 1500 Super Composite,ULTRA CLEAN HOLDINGS INC,UCTT
10894,20030128,,S&P 1500 Super Composite,UDR INC,UDR
22459,20150116,,S&P 1500 Super Composite,URBAN EDGE PROPERTIES,UE
27828,20070801,,S&P 1500 Super Composite,UNIVERSAL ELECTRONICS INC,UEIC
17252,20051003,,S&P 1500 Super Composite,UNITED FIRE GROUP INC,UFCS
10839,20150102,,S&P 1500 Super Composite,UNIFI INC,UFI
29156,19950706,,S&P 1500 Super Composite,UNIVERSAL FOREST PRODS INC,UFPI
176760,20110511,,S&P 1500 Super Composite,DOMTAR CORP,UFS
10801,20000510,,S&P 1500 Super Composite,UGI CORP,UGI
11032,19941001,,S&P 1500 Super Composite,UNIVERSAL HEALTH SVCS INC,UHS
13580,20100928,,S&P 1500 Super Composite,UNIVERSAL HEALTH RLTY INCOME,UHT
178823,20150202,,S&P 1500 Super Composite,UNITED INSURANCE HOLDINGS CO,UIHC
10905,19941201,20151220,S&P 1500 Super Composite,UIL HOLDINGS CORP,UIL
178704,20160418,,S&P 1500 Super Composite,ULTA BEAUTY INC,ULTA
111064,20140815,,S&P 1500 Super Composite,ULTIMATE SOFTWARE GROUP INC,ULTI
10916,20071221,,S&P 1500 Super Composite,UMB FINANCIAL CORP,UMBF
65228,20031021,,S&P 1500 Super Composite,UMPQUA HOLDINGS CORP,UMPQ
10840,20070208,,S&P 1500 Super Composite,UNIFIRST CORP,UNF
63927,19990630,,S&P 1500 Super Composite,UNITED NATURAL FOODS INC,UNFI
10903,19940701,,S&P 1500 Super Composite,UNITEDHEALTH GROUP INC,UNH
23077,20150427,,S&P 1500 Super Composite,UNITI GROUP INC,UNIT
